Taxon,Cluster
14412_2#6,18
14410_8#37,18
31919_2#349,18
13415_7#9,18
17175_6#37,18
12837_5#20,18
14412_2#71,18
31958_2#53,18
14913_4#92,18
9789_2#51,18
14566_6#37,18
14555_3#28,18
12837_4#40,18
31919_2#194,18
31919_2#21,18
17138_4#2,18
32139_3#206,18
17175_8#80,18
12837_5#60,18
14913_6#6,18
14555_3#45,18
31919_2#102,18
32139_3#232,18
17175_7#40,18
12837_4#23,18
13470_1#39,18
12837_5#23,18
14913_2#55,18
31958_2#296,18
31958_2#233,18
14566_4#39,18
32139_3#374,18
27119_1#278,18
32139_2#258,18
32139_2#294,18
17175_6#32,18
15841_4#53,18
17175_6#22,18
23495_7#3,18
13470_1#36,18
31958_2#145,18
15531_3#36,18
14673_6#30,18
14723_3#78,18
32036_8#305,18
12837_1#30,18
32139_3#292,18
14723_3#95,18
27119_1#220,18
15841_3#16,18
14555_4#32,18
15995_2#136,18
27119_1#285,18
17059_8#23,18
14566_6#16,18
32139_2#283,18
12837_3#77,18
15841_3#17,18
15841_5#72,18
31958_2#364,18
15874_1#50,18
14410_8#7,18
14673_5#87,18
12162_1#54,18
13470_1#20,18
27119_1#228,18
17175_8#87,18
27119_1#205,18
4995_5#11,18
13415_6#54,18
14412_2#18,18
15995_2#19,18
12837_2#61,18
15995_1#95,18
32139_4#192,18
12162_1#14,18
14257_1#43,18
12162_1#22,18
13470_1#76,18
9789_2#40,18
14936_4#55,18
14673_6#41,18
14566_6#32,18
15841_1#30,18
15873_1#45,18
17150_4#10,18
14723_6#1,18
13415_8#63,18
31958_2#231,18
32139_2#349,18
17175_8#77,18
32036_8#71,18
13415_8#78,18
14913_2#90,18
32036_8#11,18
32139_3#210,18
32139_3#356,18
12837_3#70,18
32036_8#322,18
14566_4#61,18
32139_3#116,18
14913_2#33,18
15995_2#162,18
15995_1#68,18
14673_6#70,18
17138_3#84,18
27119_1#238,18
13415_5#40,18
31919_2#22,18
31958_2#188,18
27119_1#223,18
15841_4#17,18
14566_4#18,18
13415_8#94,18
14555_4#59,18
13415_7#29,18
17138_3#12,18
14913_2#95,18
17150_5#87,18
13415_8#60,18
13415_7#95,18
15841_1#93,18
12162_1#24,18
14412_2#67,18
32036_8#138,18
27119_1#193,18
32139_3#330,18
12837_3#64,18
32139_2#101,18
21053_8#117,18
12162_1#31,18
32139_3#224,18
13470_1#22,18
31919_2#263,18
21053_8#115,18
31919_2#355,18
9789_2#31,18
6972_7#75,18
17059_7#8,18
14913_5#85,18
12837_1#21,18
15531_3#61,18
32139_3#261,18
17138_3#36,18
31919_2#96,18
13414_8#45,18
12162_1#56,18
15841_3#19,18
12837_3#56,18
17150_4#70,18
15841_4#1,18
32036_8#316,18
14673_6#46,18
32139_2#223,18
31919_2#171,18
12162_1#47,18
14555_3#32,18
32139_3#115,18
14936_4#36,18
15841_2#3,18
32036_8#14,18
14936_4#4,18
32139_3#40,18
17150_4#20,18
31919_2#313,18
14673_5#57,18
17059_7#11,18
17175_5#58,18
17870_8#124,18
32036_8#282,18
27119_1#207,18
15873_1#94,18
15841_5#24,18
17966_5#10,18
17870_8#47,18
17175_4#39,18
17150_4#29,18
14412_1#49,18
14412_1#63,18
15873_1#64,18
12291_6#49,18
31958_2#162,18
31958_2#368,18
12291_6#86,18
32139_3#240,18
27119_1#201,18
32036_8#170,18
32139_2#352,18
27119_1#113,18
21053_8#109,18
13414_8#91,18
17059_8#47,18
17138_4#72,18
12837_4#34,18
17059_8#82,18
14913_7#63,18
15841_3#5,18
15873_1#82,18
14913_2#47,18
13415_4#17,18
14555_4#90,18
15841_1#6,18
32139_4#63,18
15841_3#33,18
12291_6#81,18
14412_1#72,18
17175_5#12,18
22695_3#165,18
14913_4#42,18
14566_4#17,18
15873_1#95,18
31919_2#27,18
31919_2#357,18
31958_2#28,18
17150_4#78,18
14913_5#5,18
21053_8#98,18
31958_2#348,18
14673_5#74,18
32036_8#15,18
32139_2#9,18
17175_6#7,18
32139_3#190,18
14913_4#53,18
14555_3#11,18
32036_8#2,18
13415_7#92,18
14913_4#81,18
31958_2#194,18
14673_6#1,18
27119_1#287,18
13415_4#6,18
27119_1#265,18
12162_1#94,18
14913_7#59,18
32139_4#110,18
14566_4#56,18
32139_3#100,18
12837_3#34,18
15995_1#55,18
17138_4#80,18
32139_3#332,18
32139_3#178,18
14913_3#87,18
14913_3#69,18
6972_8#49,18
13415_5#41,18
14936_4#46,18
31919_2#291,18
6406_5#15,18
13415_7#14,18
14410_8#82,18
14566_5#54,18
14566_4#7,18
13414_8#35,18
13414_8#66,18
27119_1#242,18
12162_1#75,18
32139_2#305,18
15841_5#62,18
14555_4#41,18
13415_5#26,18
32139_4#85,18
14723_4#77,18
14555_4#91,18
14566_4#25,18
14566_6#72,18
32139_2#21,18
15731_8#6,18
12837_2#23,18
14723_4#2,18
12291_6#14,18
13414_8#65,18
27119_1#255,18
15841_3#84,18
17175_5#39,18
14555_3#56,18
5390_7#2,18
13415_8#30,18
12291_6#8,18
12837_1#84,18
32036_8#239,18
23495_7#67,18
32139_3#83,18
17150_6#15,18
19084_7#26,18
27119_1#248,18
9716_7#14,18
13415_5#45,18
32036_8#321,18
17175_5#65,18
32139_2#292,18
12291_6#29,18
14913_2#85,18
17138_3#63,18
13470_1#73,18
31919_2#10,18
32139_2#127,18
31919_2#105,18
14555_4#50,18
22695_3#128,18
17059_8#64,18
14410_8#41,18
17870_7#168,18
12837_2#1,18
32139_3#227,18
14555_4#67,18
17059_8#25,18
14936_4#3,18
15874_1#28,18
7068_1#10,18
32036_8#130,18
32139_3#304,18
32036_8#91,18
14913_5#62,18
17059_8#15,18
14412_2#40,18
13415_7#90,18
32139_3#49,18
17150_6#69,18
14913_7#60,18
15995_2#51,18
13414_8#80,18
13415_8#84,18
31919_2#60,18
31958_2#248,18
32036_8#82,18
14913_7#91,18
15841_3#85,18
15995_1#166,18
32139_2#176,18
17870_7#47,18
12837_2#43,18
12162_1#65,18
18456_1#4,18
17150_4#40,18
14913_6#59,18
17175_5#54,18
14555_4#75,18
32139_4#79,18
4995_5#4,18
14936_4#24,18
14555_4#8,18
32139_3#296,18
17150_5#61,18
32036_8#46,18
14555_4#56,18
17175_4#75,18
32036_8#247,18
32139_3#269,18
15873_1#33,18
27119_1#266,18
31958_2#378,18
13154_4#46,18
31919_2#303,18
32139_2#365,18
15873_1#89,18
14673_6#67,18
31919_2#370,18
15841_3#73,18
7068_2#73,18
32139_2#214,18
17175_6#15,18
31958_2#265,18
32139_3#160,18
17138_4#1,18
6972_8#59,18
32139_2#49,18
6972_7#61,18
14673_5#59,18
32139_2#158,18
17150_4#28,18
14723_3#67,18
14257_1#82,18
17059_6#63,18
17138_3#25,18
32036_8#151,18
14913_7#16,18
31958_2#132,18
14566_5#56,18
32139_2#333,18
31958_2#303,18
12291_6#23,18
31958_2#206,18
14555_4#31,18
14913_3#55,18
32139_3#99,18
6972_8#46,18
17175_8#62,18
14913_2#41,18
14566_4#29,18
13470_1#86,18
15874_1#65,18
12291_6#68,18
31919_2#74,18
17175_8#6,18
14723_4#8,18
15873_1#25,18
31958_2#319,18
12837_5#21,18
14555_4#51,18
27119_1#88,18
13415_6#42,18
13415_6#80,18
12162_1#93,18
12291_6#37,18
15873_1#61,18
14913_4#49,18
32139_3#265,18
32139_3#268,18
32139_3#235,18
15841_3#72,18
13470_1#14,18
12837_3#39,18
14913_7#21,18
17059_6#36,18
17150_4#75,18
12162_1#52,18
31919_2#315,18
12837_1#11,18
12162_1#53,18
12162_1#35,18
32139_2#57,18
17175_6#24,18
17870_8#182,18
14936_4#29,18
14412_2#90,18
32139_3#333,18
15841_5#86,18
31919_2#42,18
14555_3#63,18
17870_7#55,18
31958_2#88,18
32139_3#94,18
14913_7#19,18
12837_5#45,18
14936_4#75,18
14412_2#14,18
15841_5#56,18
17138_3#67,18
6972_8#34,18
13414_8#24,18
32139_3#104,18
15841_2#87,18
32139_3#362,18
15841_4#10,18
13415_8#95,18
14936_4#49,18
32139_2#302,18
17175_7#75,18
14913_5#38,18
11861_1#63,19
13414_2#85,19
10208_2#66,19
15682_8#38,19
11861_3#45,19
12299_1#88,19
10208_2#45,19
15682_7#52,19
12291_5#80,19
13414_1#13,19
15682_8#68,19
22841_2#26,19
11861_4#9,19
12291_4#30,19
6999_2#13,19
10868_6#40,19
22695_3#275,19
21127_2#121,19
17794_8#144,19
11658_2#68,19
11861_5#66,19
11679_1#15,19
12216_4#94,19
15682_6#45,19
10208_2#6,19
10050_2#12,19
11657_8#23,19
11861_2#46,19
11860_5#22,19
14673_3#9,19
12291_5#58,19
21946_6#16,19
24861_1#187,19
13154_3#81,19
13091_1#57,19
11860_6#72,19
11861_5#91,19
13414_1#28,19
11861_3#53,19
10050_2#47,19
22709_8#326,19
15191_8#71,19
11860_6#96,19
13414_1#7,19
24861_1#183,19
24775_1#309,19
15682_4#75,19
24820_2#222,19
15682_8#22,19
11861_2#51,19
14412_3#39,19
10050_2#26,19
12291_5#61,19
14673_3#80,19
11861_5#76,19
11861_3#58,19
11861_4#15,19
14412_3#6,19
11861_4#95,19
15682_8#78,19
24861_1#63,19
6512_6#16,19
24861_1#263,19
11860_5#93,19
10071_4#4,19
11657_4#41,19
11658_2#71,19
13710_2#44,19
24820_2#300,19
24775_1#293,19
11860_6#63,19
15608_4#38,19
10754X112_140620_D00294_0106_AC4FB4ANXX_6,19
13414_2#80,19
16043_2#37,19
14673_1#40,19
11860_8#16,19
11860_7#68,19
15682_8#28,19
10208_2#50,19
13710_1#54,19
11860_4#60,19
13682_2#20,19
24861_1#91,19
11511_8#55,19
11860_6#39,19
24820_2#275,19
9953_7#12,19
11861_2#2,19
7553_5#96,19
10868_5#30,19
11658_2#82,19
11658_2#86,19
13682_1#20,19
15682_6#28,19
13710_2#49,19
13710_1#39,19
15682_4#83,19
13414_2#84,19
15940_7#35,19
11860_5#77,19
24820_2#304,19
12290_2#5,19
11860_6#26,19
15608_5#41,19
11861_2#79,19
11511_8#39,19
11861_3#44,19
21053_8#161,19
13414_4#32,19
21999_8#106,19
5192_7#10,19
12291_5#5,19
12299_1#68,19
15682_7#28,19
11861_2#48,19
24861_1#113,19
24820_2#187,19
15682_6#12,19
21242_2#124,19
15682_7#13,19
14673_2#13,19
11861_5#64,19
12290_2#3,19
15940_6#38,19
24775_1#279,19
11860_4#28,19
17966_5#139,19
11861_2#45,19
10208_2#75,19
15682_1#63,19
9953_7#73,19
11860_8#21,19
12673_6#14,19
11860_7#69,19
12299_1#90,19
15682_7#72,19
11861_5#26,19
13710_2#27,19
11861_1#81,19
13414_1#12,19
10868_6#95,19
10754X101_140620_D00294_0106_AC4FB4ANXX_6,19
15682_7#82,19
11860_6#32,19
11893_1#14,19
12291_4#87,19
7553_4#8,19
11861_3#87,19
10754X90_140620_D00294_0106_AC4FB4ANXX_5,19
11861_4#88,19
14673_1#85,19
11860_6#67,19
11657_4#56,19
12673_6#12,19
11861_5#81,19
15682_7#50,19
10868_6#35,19
21999_8#34,19
11861_3#4,19
24775_1#171,19
11861_3#22,19
17966_5#130,19
10071_4#35,19
13154_3#90,19
15940_2#29,19
24820_2#324,19
15682_1#40,19
24820_2#331,19
10050_2#60,19
9953_7#84,19
12291_5#54,19
21242_2#132,19
11860_8#28,19
10050_2#66,19
12299_1#28,19
11860_6#79,19
13710_1#13,19
24820_2#323,19
12274_6#2,19
11861_2#61,19
11860_5#5,19
22984_8#12,19
12299_1#63,19
13414_2#90,19
11860_6#60,19
11861_1#71,19
13414_3#49,19
24936_1#2,19
11657_8#3,19
15682_6#25,19
10208_2#83,19
6569_7#14,19
15682_1#1,19
10868_6#63,19
13414_3#20,19
10754X164_140620_D00294_0106_AC4FB4ANXX_6,19
14355_8#37,19
10868_6#32,19
14673_3#2,19
11822_8#50,19
22841_2#113,19
5192_8#2,19
22695_3#67,19
24820_2#185,19
13154_3#35,19
17966_5#120,19
15682_7#34,19
10754X106_140620_D00294_0106_AC4FB4ANXX_6,19
10208_2#27,19
24775_1#336,19
10396_8#23,19
11511_8#25,19
11511_8#24,19
11860_8#4,19
13154_3#60,19
11861_4#2,19
12291_5#85,19
6512_7#11,19
5349_3#7,19
12291_5#41,19
12291_5#72,19
10050_2#65,19
15682_4#84,19
24861_1#5,19
11861_4#37,19
11861_2#63,19
10754X138_140620_D00294_0106_AC4FB4ANXX_6,19
12291_5#51,19
11860_8#72,19
22695_3#170,19
6569_3#15,19
14673_4#27,19
24820_2#236,19
11860_8#65,19
12216_4#88,19
15682_8#70,19
21053_8#88,19
11861_1#87,19
10754X105_140620_D00294_0106_AC4FB4ANXX_6,19
12291_5#83,19
14673_3#76,19
12299_1#84,19
21127_2#147,19
13154_3#51,19
13353_7#52,19
11860_6#2,19
24861_1#191,19
11860_8#89,19
15682_7#75,19
12273_1#89,19
11860_4#82,19
11860_4#73,19
12291_4#23,19
12291_4#84,19
12291_5#53,19
24861_1#173,19
14673_4#8,19
12299_1#23,19
11861_3#38,19
11860_6#54,19
11893_1#60,19
11861_4#30,19
11893_1#28,19
24820_2#325,19
11860_6#37,19
11658_2#76,19
24861_1#120,19
5242_2#3,19
11679_1#7,19
11861_2#11,19
9953_7#19,19
11822_1#66,19
11861_1#62,19
15682_5#82,19
12291_5#73,19
10754X128_140620_D00294_0106_AC4FB4ANXX_6,19
11657_4#59,19
6512_3#17,19
10050_2#39,19
10050_2#16,19
13154_3#53,19
14673_3#33,19
15682_8#20,19
5242_2#2,19
15682_8#43,19
21999_7#107,19
11679_1#21,19
12299_1#13,19
11860_5#82,19
12673_6#33,19
11511_8#5,19
17966_5#141,19
10208_2#44,19
10754X131_140620_D00294_0106_AC4FB4ANXX_6,19
22709_8#370,19
12299_2#55,19
22841_1#156,19
10868_6#50,19
13710_1#1,19
13710_1#17,19
12291_4#52,19
14355_8#56,19
24775_1#259,19
24936_1#11,19
14673_4#43,19
10071_4#42,19
11657_8#5,19
10754X98_140620_D00294_0106_AC4FB4ANXX_6,19
19084_8#141,19
14673_4#4,19
24775_1#253,19
11861_2#42,19
15608_2#80,19
24861_1#72,19
10868_6#45,19
5392_2#10,19
11860_8#2,19
12299_1#25,19
21127_2#61,19
11861_1#4,19
11657_4#4,19
15682_5#84,19
17966_5#116,19
11861_4#22,19
15608_3#76,19
11658_2#64,19
11658_8#2,19
11861_4#6,19
11822_1#54,19
12299_1#71,19
24861_1#97,19
11861_5#23,19
17966_5#123,19
21053_8#83,19
11658_2#88,19
24775_1#156,19
11860_6#89,19
11860_4#77,19
10050_2#43,19
11860_4#16,19
15608_5#89,19
6470_6#19,19
10071_4#29,19
11860_6#68,19
13414_3#79,19
7553_4#27,19
22841_1#120,19
11861_3#14,19
24936_1#32,19
15682_6#9,19
11511_8#62,19
11861_4#45,19
11860_5#57,19
15608_3#59,19
11860_5#83,19
11861_3#42,19
12299_1#18,19
15682_2#53,19
12291_4#26,19
7553_5#60,19
10050_2#31,19
12299_1#53,19
9950_1#68,19
9953_7#78,19
11861_3#37,19
10754X88_140620_D00294_0106_AC4FB4ANXX_5,19
5392_2#7,19
11679_1#16,19
11893_1#66,19
10208_2#79,19
21242_2#127,19
24861_1#227,19
7553_5#76,19
15682_7#88,19
11861_3#30,19
11860_4#93,19
11679_1#40,19
17966_5#125,19
11657_4#50,19
12291_3#71,19
11861_2#66,19
12673_6#17,19
21999_7#129,19
21127_1#189,19
12273_1#88,19
15682_8#3,19
24936_1#50,19
12673_6#37,19
13091_6#90,19
11860_4#74,19
10868_5#18,19
24861_1#6,19
21946_6#203,19
21127_2#149,19
12673_6#28,19
11860_6#57,19
13710_1#2,19
10754X127_140620_D00294_0106_AC4FB4ANXX_6,19
12290_2#24,19
10071_4#55,19
14355_8#88,19
12299_1#81,19
11861_4#47,19
15682_7#54,19
24775_1#270,19
15682_6#54,19
24936_1#34,19
11861_3#86,19
10208_2#1,19
11861_4#60,19
15191_6#47,19
10754X62_140620_D00294_0106_AC4FB4ANXX_5,19
7622_3#49,19
11861_5#6,19
11860_6#84,19
11861_1#55,19
11893_1#3,19
13414_1#25,19
15682_7#35,19
11860_8#93,19
7622_2#43,19
12299_1#37,19
15682_7#90,19
11861_2#60,19
11860_8#10,19
15277_1#21,19
7553_4#12,19
15682_7#67,19
14673_1#78,19
10754X66_140620_D00294_0106_AC4FB4ANXX_5,19
13414_3#6,19
11860_5#1,19
21999_8#51,19
10208_2#40,19
12290_2#16,19
24861_1#172,19
13710_2#53,19
12299_1#45,19
21999_8#80,19
13154_3#71,19
11860_8#80,19
13414_1#23,19
10071_4#39,19
10208_2#31,19
11511_8#15,19
24775_1#157,19
10754X85_140620_D00294_0106_AC4FB4ANXX_5,19
10208_2#53,19
14355_8#86,19
21946_6#140,19
15608_5#60,19
24861_1#79,19
11861_5#45,19
11860_8#9,19
23584_8#86,19
11861_4#91,19
23495_7#12,19
24820_2#288,19
12291_5#86,19
11860_6#87,19
10868_5#27,19
12291_5#82,19
10071_4#54,19
11860_4#88,19
24775_1#149,19
10754X89_140620_D00294_0106_AC4FB4ANXX_5,19
11860_5#16,19
11511_8#10,19
6952_7#2,19
10208_2#61,19
21242_2#120,19
11657_4#2,19
14673_1#77,19
12299_1#85,19
11860_5#37,19
21053_8#69,19
21242_2#140,19
13710_2#69,19
16453_3#73,19
14673_2#8,19
12291_4#50,19
11861_4#20,19
10050_2#28,19
10754X17_140620_D00294_0106_AC4FB4ANXX_5,19
15682_1#42,19
19787_6#42,19
5349_3#10,19
13154_3#79,19
23495_7#11,19
11658_2#96,19
24861_1#11,19
13154_3#50,19
28420_3#180,20
7004_3#65,20
28177_3#182,20
15531_6#55,20
15531_6#46,20
15531_5#7,20
17175_7#62,20
14410_4#65,20
14936_4#7,20
24861_1#226,20
20019_7#153,20
14723_2#13,20
17870_8#24,20
3850_5#8,20
19341_1#163,20
24497_7#71,20
14723_1#34,20
22276_1#134,20
13415_5#33,20
11860_5#30,20
17870_7#95,20
19183_3#166,20
28516_1#187,20
17150_5#63,20
31585_6#65,20
21523_1#54,20
24371_8#3,20
13415_8#32,20
31588_4#298,20
15531_4#90,20
23584_8#182,20
14410_6#42,20
20402_4#154,20
28516_1#149,20
14410_4#3,20
19646_1#168,20
19341_1#147,20
16399_7#74,20
32036_8#229,20
14410_5#63,20
24371_8#130,20
19341_3#168,20
29330_2#154,20
21523_1#78,20
15378_4#79,20
20957_7#115,20
21485_1#160,20
14410_5#1,20
17428_8#72,20
15873_4#19,20
15531_4#94,20
17150_5#55,20
17175_8#12,20
15873_3#59,20
23584_8#191,20
20957_7#130,20
22114_6#26,20
22841_4#142,20
17870_8#158,20
31588_4#205,20
17870_7#61,20
19341_1#38,20
14410_4#46,20
21523_1#40,20
6972_8#31,20
20019_7#155,20
17870_8#132,20
15531_5#51,20
17870_7#179,20
20019_7#179,20
28177_3#250,20
24371_8#291,20
9221_5#88,20
15531_7#42,20
28516_1#242,20
20019_7#181,20
17428_8#42,20
21053_8#36,20
17966_5#70,20
19341_1#144,20
4948_1#2,20
28516_1#221,20
14723_2#67,20
19341_2#42,20
21053_8#6,20
29330_2#139,20
15531_6#41,20
7004_3#2,20
21053_8#12,20
19341_1#100,20
17150_6#37,20
19341_2#24,20
14410_5#12,20
24371_8#308,20
17138_3#3,20
19341_1#145,20
21053_8#9,20
28177_3#315,20
32640_3#177,20
7068_2#21,20
14913_7#11,20
7068_2#65,20
20019_7#159,20
17966_5#74,20
14723_2#61,20
21053_8#16,20
19341_2#34,20
28420_2#102,20
19183_3#97,20
17428_8#28,20
14410_7#70,20
22027_1#151,20
22667_8#10,20
22276_1#182,20
10395_5#53,20
17175_5#3,20
17870_8#130,20
21053_8#27,20
15378_2#29,20
6972_8#53,20
14257_1#46,20
32139_3#48,20
15531_5#13,20
9221_5#77,20
32036_8#34,20
17794_7#117,20
31958_2#341,20
28516_1#182,20
19341_3#139,20
17428_8#93,20
14913_7#93,20
14723_4#57,20
32640_3#169,20
28177_3#72,20
17150_6#45,20
22114_6#4,20
15378_2#31,20
15531_6#47,20
14410_4#75,20
21053_8#20,20
20957_7#134,20
31588_4#269,20
31588_4#107,20
14520_7#27,20
31588_4#82,20
14913_7#2,20
17150_5#40,20
17794_8#97,20
17870_8#59,20
21053_8#14,20
21053_8#31,20
22667_7#109,20
17175_8#92,20
14913_3#78,20
15531_4#55,20
24497_7#52,20
14566_4#72,20
14913_5#12,20
28042_2#286,20
19341_2#27,20
28516_1#6,20
16399_6#52,20
6736_8#11,20
15378_2#23,20
15873_4#71,20
14520_7#76,20
21053_8#3,20
14410_6#57,20
14913_4#60,20
14913_5#35,20
20019_7#162,20
5362_5#6,20
15378_4#56,20
17175_8#84,20
28516_1#105,20
24861_1#188,20
24371_8#79,20
20019_7#178,20
14410_4#22,20
21053_8#2,20
14410_6#5,20
7068_2#2,20
10395_5#59,20
14673_4#85,20
22276_3#2,20
9789_2#89,20
15378_2#34,20
21053_8#17,20
28516_1#19,20
22335_7#36,20
14410_6#46,20
20402_4#185,20
13415_7#27,20
14520_7#58,20
17428_8#106,20
17870_8#9,20
20019_7#182,20
22276_1#113,20
17966_5#102,20
20019_7#167,20
15531_6#23,20
6972_8#23,20
21053_8#11,20
14723_6#38,20
21053_8#15,20
22027_1#133,20
17966_5#87,20
23164_8#94,20
9221_4#49,20
6972_8#71,20
5362_6#3,20
21053_8#13,20
14410_8#27,20
24371_8#267,20
31919_2#274,20
6641_6#11,20
29330_2#6,20
29330_2#200,20
14913_4#64,20
14937_1#38,20
14410_5#4,20
17966_5#40,20
9803_7#1,20
17870_8#60,20
29330_2#382,20
15378_2#54,20
22114_6#60,20
6710_6#5,20
20019_7#169,20
21523_1#16,20
14913_7#46,20
14566_6#27,20
29330_2#350,20
13415_4#83,20
14913_2#34,20
17428_8#177,20
17428_8#21,20
14520_6#93,20
17150_5#64,20
14410_6#65,20
12837_2#55,20
15531_4#62,20
20019_7#174,20
14410_5#77,20
20019_7#180,20
14410_6#40,20
15531_6#30,20
2956_2#6,20
6673_8#3,20
20019_7#160,20
22276_1#178,20
14937_1#48,20
20019_7#154,20
22841_4#48,20
31588_4#354,20
15378_2#39,20
24497_7#55,20
20019_7#173,20
32640_3#291,20
17966_5#75,20
20019_7#176,20
20019_7#163,20
23204_4#16,20
20019_7#175,20
14410_6#7,20
21053_8#10,20
15682_4#63,20
32139_3#26,20
14913_7#69,20
22276_1#106,20
21485_1#2,20
18456_1#175,20
12290_2#52,20
7004_3#87,20
20019_7#170,20
20019_7#171,20
20402_4#104,20
14913_6#41,20
24371_8#212,20
14410_5#6,20
21053_8#23,20
19084_7#46,20
22027_1#106,20
14410_6#85,20
14520_7#36,20
32139_4#89,20
14913_3#7,20
22335_7#19,20
12837_3#31,20
19341_1#160,20
31664_1#58,20
15531_2#33,20
15378_2#48,20
7004_3#21,20
10396_8#26,20
19084_7#30,20
19084_7#4,20
17428_8#51,20
14410_4#84,20
17138_3#14,20
31919_2#341,20
14410_4#83,20
14410_4#47,20
17150_6#91,20
18456_1#178,20
19341_1#151,20
6972_8#62,20
28516_1#373,20
17175_8#45,20
24371_8#145,20
14410_6#2,20
29330_2#10,20
24861_1#136,20
14412_2#21,20
31585_6#131,20
21053_8#32,20
23164_8#139,20
6680_8#14,20
22335_7#45,20
17870_8#89,20
17150_6#42,20
4350_6#7,20
28420_3#139,20
14410_4#16,20
14410_4#38,20
21523_1#67,20
31919_2#44,20
28177_3#272,20
14410_6#36,20
14412_2#19,20
19341_1#1,20
14936_5#17,20
14520_6#60,20
14520_4#64,20
15531_3#35,20
17870_8#152,20
28832_1#340,20
5390_3#5,20
21053_8#8,20
29330_2#50,20
6406_5#20,20
22276_1#103,20
17966_5#103,20
19341_1#3,20
20957_7#112,20
14257_1#52,20
28516_1#3,20
17794_7#189,20
17138_3#50,20
17794_8#61,20
21523_1#29,20
24371_8#258,20
15873_3#37,20
7004_3#68,20
32139_3#322,20
15531_2#72,20
18456_1#121,20
19084_7#18,20
14913_7#82,20
14723_1#78,20
14410_5#33,20
14410_5#11,20
14410_4#34,20
14913_2#76,20
15531_4#47,20
28420_3#172,20
21053_8#25,20
15873_3#13,20
21242_6#86,20
14555_4#37,20
24820_2#2,20
6731_5#20,20
24371_8#200,20
17150_6#44,20
15531_5#41,20
6753_2#2,20
14913_2#66,20
14913_5#17,20
6972_8#21,20
17138_5#61,20
16288_5#33,20
19084_7#13,20
20019_7#157,20
28420_2#244,20
9716_7#47,20
21485_1#58,20
16399_7#16,20
24371_8#316,20
22276_1#138,20
15378_4#27,20
17794_8#69,20
17794_8#2,20
31588_4#100,20
17428_8#55,20
17966_5#106,20
14723_2#9,20
14410_6#23,20
19084_7#40,20
22841_4#65,20
6841_7#11,20
17870_8#136,20
16288_4#58,20
6972_8#32,20
14936_4#95,20
21053_8#7,20
19341_2#33,20
14723_6#46,20
6805_3#24,20
21053_8#1,20
15531_6#44,20
21053_8#24,20
17150_6#74,20
10395_5#28,20
14555_4#65,20
24371_8#5,20
17870_8#17,20
3850_8#6,20
19341_1#161,20
17428_8#37,20
29330_2#138,20
14410_4#14,20
14410_4#36,20
20019_7#177,20
22276_1#40,20
22841_1#71,20
24936_1#18,20
28042_2#75,20
10395_5#50,20
21053_8#22,20
17138_3#55,20
17175_7#63,20
29330_2#14,20
32139_2#172,20
6631_1#1,20
3850_2#4,20
14520_6#77,20
20019_7#168,20
17150_6#17,20
22276_1#102,20
7068_2#68,20
20402_4#35,20
20019_7#156,20
14566_4#58,20
19084_7#45,20
22667_7#119,20
14913_6#57,20
15531_6#33,20
17150_6#73,20
17794_8#107,20
16399_5#4,20
15531_2#28,20
19183_3#99,20
17428_8#179,20
24371_8#43,20
28516_1#166,20
28516_1#86,20
20402_4#95,20
22027_1#112,20
23584_8#161,20
14913_2#58,20
15531_3#49,20
14936_5#78,20
20019_7#161,20
28042_2#302,20
28516_1#138,20
9789_2#53,20
11893_1#34,20
22841_1#185,20
24371_8#17,20
21242_6#52,20
17870_8#125,20
22841_2#44,20
14555_4#62,20
21053_8#19,20
3850_1#11,20
19341_1#157,20
28516_1#35,20
18456_1#170,20
31588_4#268,20
24497_7#92,20
29330_2#146,20
17794_7#180,20
6972_8#86,20
5362_5#4,20
14913_2#74,20
7068_6#53,21
12291_6#71,21
32036_8#204,21
15841_1#17,21
15995_1#47,21
32139_2#202,21
32139_3#176,21
28420_2#341,21
28516_1#220,21
32820_2#329,21
15841_4#28,21
32820_2#31,21
12837_4#58,21
13415_6#35,21
28516_1#322,21
14412_1#73,21
17175_7#14,21
32139_2#126,21
17870_7#111,21
15378_3#6,21
28516_1#267,21
15841_2#76,21
12837_1#8,21
15995_1#11,21
17059_6#66,21
15873_1#78,21
14410_8#50,21
15531_3#18,21
12162_1#84,21
32820_2#99,21
15995_1#14,21
32820_2#272,21
32820_2#380,21
14555_3#66,21
17150_6#77,21
32139_2#89,21
28420_2#305,21
32036_8#357,21
32820_2#127,21
14257_1#49,21
13415_6#83,21
31958_2#105,21
17150_4#32,21
9789_3#37,21
28516_1#326,21
32139_2#44,21
15378_2#68,21
17870_8#22,21
31958_2#97,21
31958_2#87,21
15531_3#17,21
17870_7#78,21
17059_8#29,21
15841_4#78,21
32820_2#63,21
32820_2#162,21
31919_2#379,21
32820_2#154,21
31958_2#339,21
31919_2#9,21
12378_2#65,21
32139_3#316,21
15841_3#55,21
15841_1#41,21
14566_5#61,21
15873_1#17,21
14673_6#16,21
31958_2#98,21
14673_5#54,21
12291_6#35,21
17059_6#9,21
14566_5#59,21
32139_2#273,21
15531_3#85,21
32139_3#134,21
32820_2#220,21
9789_3#9,21
32820_2#56,21
17175_6#35,21
15995_1#73,21
12378_2#78,21
17138_3#38,21
28420_2#161,21
3379_6#7,21
12291_6#91,21
